T0,t,x_1,x_2,x_3,vx_1,vx_2,vx_3
2458369.5,0.0,42122.835,0.0,0.0,1e-12,1.662891644615296,2.589800292587956
2458369.5,864.0,42039.65680276534,1435.7925578174377,2236.1395518708105,-0.19248076643025233,1.659607927230926,2.5847707732217504
2458369.5,1728.0,41790.44053362306,2865.914241592789,4463.588559190757,-0.3842244480982421,1.6497685529697663,2.569689186739233
2458369.5,2592.0,41376.141349614416,4284.71456823657,6673.682443901172,-0.5744946673098016,1.633408966025018,2.54460871023503
2458369.5,3456.0,40798.349155646625,5686.583929482895,8857.817972764768,-0.7625588030344809,1.6105883477540648,2.5096181838882154
2458369.5,4320.0,40059.28450363671,7065.974122892096,11007.4841139137,-0.9476899859653888,1.581389669250167,2.46484221571225
2458369.5,5184.0,39161.792722883045,8417.418929941452,13114.292990357693,-1.1291692027710978,1.5459197452657558,2.4104412973287412
2458369.5,6048.0,38109.33617549897,9735.554735304446,15170.010928913436,-1.3062875357462491,1.504309272490949,2.3466119041555245
2458369.5,6912.0,36905.984511329014,11015.14116520889,17166.589577628227,-1.4783485563587673,1.4567128318106144,2.273586548082151
2458369.5,7776.0,35556.4027845658,12251.081704044049,19096.19703542395,-1.644670882275183,1.4033088317556723,2.191633746895133
2458369.5,8640.0,34065.83729016018,13438.44422804847,20951.248905764303,-1.8045908977356435,1.3442993690406433,2.1010578725844744
2458369.5,9504.0,32440.098982565378,14572.481373919827,22724.439153146057,-1.957465627089977,1.2799099818989914,2.0021988403051303
2458369.5,10368.0,30685.544352484685,15648.650639539472,24408.770608676525,-2.102675741346588,1.210389272896433,1.8954316011926173
2458369.5,11232.0,28809.053658824527,16662.63409467443,25997.584940440574,-2.2396286681637148,1.136008379973943,1.7811654053714399
2458369.5,12096.0,26818.006442348946,17610.357562423545,27484.59187720543,-2.367761767230176,1.057060277552678,1.659842806204564
2458369.5,12960.0,24720.254283620332,18488.009118128353,28863.897451530695,-2.486545525791251,0.9738588934868408,1.5319383829039346
2458369.5,13824.0,22524.090809449874,19292.05674215674,30130.031011613035,-2.5954867234605605,0.8867380323085462,1.397957165795984
2458369.5,14688.0,20238.218997811415,20019.264956914518,31277.97074102477,-2.6941315116320026,0.7960501003774373,1.258432756514354
2458369.5,15552.0,17871.71587938613,20666.71027699895,32303.16742246144,-2.7820683508978723,0.7021646340190103,1.1139251438537172
2458369.5,16416.0,15433.994782918075,21231.79530474812,33201.56618597024,-2.858930749940084,0.6054666372961136,0.965018224634639
2458369.5,17280.0,12934.765319677965,21712.261311547194,33969.62599388228,-2.9243997513618267,0.5063547414988305,0.8123170473768039
2458369.5,18144.0,10383.99134791777,22106.19915793743,34604.336633537736,-2.978206113765144,0.4052392035622432,0.6564448045521718
2458369.5,19008.0,7791.847199731684,22412.05842248447,35103.23301434449,-3.020132144889389,0.3025397652520269,0.49803960641573924
2458369.5,19872.0,5168.672488867612,22628.654630004825,35464.406596994886,-3.050013147585851,0.19868339894195902,0.3377510756524709
2458369.5,20736.0,2524.9258476146933,22755.17449350905,35686.513818845764,-3.067738448551891,0.09410196902169535,0.17623680714192247
2458369.5,21600.0,-128.8620369743171,22791.1791103903,35768.781419458406,-3.0732519887902434,-0.01077015967441243,0.014158740882671328
2458369.5,22464.0,-2782.1357032206515,22736.60508119438,35711.00861291142,-3.0665524643836624,-0.11549853359544823,-0.14782050155730098
2458369.5,23328.0,-5424.362121417943,22591.763547943112,35513.566097495124,-3.0476930160629983,-0.219651009053597,-0.30904126583472047
2458369.5,24192.0,-8045.07743994134,22357.3371776271,35177.39193750516,-3.0167804758828676,-0.32280010480953913,-0.46885044823282807
2458369.5,25056.0,-10633.932895233047,22034.375144335205,34703.984394838866,-2.973974188801546,-0.4245252771860899,-0.6266049650331318
2458369.5,25920.0,-13180.739529283841,21624.286189785587,34095.39182877919,-2.919484435810192,-0.5244150884485295,-0.7816750625333969
2458369.5,26784.0,-15675.51138476357,21128.82986606976,33354.199819646696,-2.8535704932192356,-0.6220692421689413,-0.9334474268894579
2458369.5,27648.0,-18108.50688090445,20550.106085601143,32483.51570494932,-2.7765383695690944,-0.7171004629289957,-1.081328058488082
2458369.5,28512.0,-20470.268111575686,19890.54312105628,31486.950744452875,-2.688738267209248,-0.8091362018900005,-1.2247448819318503
2458369.5,29376.0,-22751.657849535877,19152.88421210199,30368.60015258961,-2.590561819746741,-0.8978201543373985,-1.363150069731202
2458369.5,30240.0,-24943.894086340995,18340.172945627888,29133.021252357365,-2.482439159209071,-0.9828135801474736,-1.4960220652363379
2458369.5,31104.0,-27038.581984488403,17455.737581886293,27785.210014068834,-2.364835867848606,-1.0637964230806183,-1.6228672979780936
2458369.5,31968.0,-29027.743165737553,16503.174500345183,26330.576244915075,-2.238249869032959,-1.1404682297312914,-1.7432215921962781
2458369.5,32832.0,-30903.842305828486,15486.330936272203,24774.917691429277,-2.10320830965911,-1.2125488737161343,-1.8566512766947028
2458369.5,33696.0,-32659.811049736225,14409.287172300055,23124.393306883012,-1.9602644830822293,-1.2797790951218435,-1.9627540110626234
2458369.5,34560.0,-34289.069301958996,13276.338338800333,21385.495919901638,-1.80999483678694,-1.341920869236929,-2.061159349546332
2458369.5,35424.0,-35785.54398207071,12091.975963241048,19565.024519792612,-1.6529961031095832,-1.3987576220436926,-2.1515290692664366
2458369.5,36288.0,-37143.68536595519,10860.869392342076,17670.056349026978,-1.4898825844377168,-1.4500943127525787,-2.233557293905282
