T0,t,x_1,x_2,x_3,vx_1,vx_2,vx_3
2458369.5,0.0,42122.835,0.0,0.0,0.0,1.662891644615296,2.589800292587956
2458369.5,864.0,42039.011390566986,1435.7844107836809,2236.1024127175688,-0.19396682742369448,1.659582511956864,2.5846469210937513
2458369.5,1728.0,41787.8813298153,2865.855396651434,4463.306269070976,-0.38715931029194095,1.6496687048549685,2.569207079791196
2458369.5,2592.0,41370.445231542726,4284.520968211061,6672.747243849228,-0.5788064151692205,1.6331899275012811,2.5435429033436123
2458369.5,3456.0,40788.36927702531,5686.135684172646,8855.633083379795,-0.7681433030276849,1.6102123421189798,2.507757433299247
2458369.5,4320.0,40043.976637371044,7065.12255754342,11003.278145230532,-0.9544145175948361,1.5808281906251547,2.4619943279165875
2458369.5,5184.0,39140.23803968405,8415.995430721283,13107.138245347585,-1.1368770495332308,1.5451554115486228,2.4064372655493522
2458369.5,6048.0,38080.759708128644,9733.380973508594,15158.844917926603,-1.3148033466992246,1.5033371505831365,2.3413091823784744
2458369.5,6912.0,36869.76873209308,11012.040213100878,17150.23894637819,-1.4874842575429963,1.4555411670644558,2.2668713480551532
2458369.5,7776.0,35512.09592468282,12246.889507289941,19073.403027151486,-1.6542318950672152,1.4019591391378994,2.183422283563716
2458369.5,8640.0,34013.15624546727,13433.02087471167,20920.69343221438,-1.8143824091813714,1.342805870843367,2.0912965263300425
2458369.5,9504.0,32378.92687170972,14565.72159894837,22684.77054062948,-1.9672986557695271,1.2783184047847054,1.9908632482863533
2458369.5,10368.0,30615.923012175124,15640.493026645538,24358.628114882347,-2.112372751327228,1.2087550444670603,1.882524733252263
2458369.5,11232.0,28731.171566987246,16653.06848350223,25935.621203379516,-2.249028502614281,1.1343942907772488,1.766714720601547
2458369.5,12096.0,26732.182745852082,17599.43023601981,27409.492556803743,-2.376723701409403,1.0555336974460805,1.6438966227507992
2458369.5,12960.0,24626.91976523796,18475.825431221492,28774.397452753463,-2.494952275135541,0.9724886506661872,1.514561624527329
2458369.5,13824.0,22423.766752769596,19278.780951158493,30024.92683026298,-2.603246284845731,0.8855910783427849,1.3792266729468659
2458369.5,14688.0,20131.49499412266,20005.117123871005,31156.12864335705,-2.7011777628135123,0.7951880947266399,1.2384323663550323
2458369.5,15552.0,17759.227664070375,20651.960237545056,32163.527350693985,-2.7883603827536185,0.7016405864174537,1.0927407522586796
2458369.5,16416.0,15316.403189013963,21216.753809871392,33043.1414665513,-2.8644509565025924,0.60532174593129,0.9427330434930659
2458369.5,17280.0,12812.737393305986,21697.268570040356,33791.49910686119,-2.9291507518095825,0.5066155591971789,0.7890072626379986
2458369.5,18144.0,10258.18458593942,22091.611116368018,34405.65147266452,-2.9822066267195972,0.40591525348565766,0.6321758248103716
2458369.5,19008.0,7662.897747716512,22398.231218214594,34883.184222175514,-3.0234119768696353,0.3036217123758953,0.47286306912234755
2458369.5,19872.0,5037.187981828087,22615.927736597183,35222.226691591066,-3.052607492857358,0.2001418644387502,0.3117027492045279
2458369.5,20736.0,2391.4833928666617,22743.853143686858,35421.45893379207,-3.069681725677482,0.09588705235129077,0.14933549325293133
2458369.5,21600.0,-263.71243932930975,22781.516627187568,35480.116553129425,-3.074571459048302,-0.008728610835063766,-0.013593755931087192
2458369.5,22464.0,-2917.8622239382184,22728.785771394014,35397.99332351927,-3.0672618882654787,-0.11328989157442386,-0.17643831047590378
2458369.5,23328.0,-5560.436794495955,22585.88681249224,35175.441586053465,-3.047786606018454,-0.21738208520889757,-0.3385523062000346
2458369.5,24192.0,-8180.956848999227,22353.40347137554,34813.3704312218,-3.0162273963831256,-0.3205926582888034,-0.49929326037375144
2458369.5,25056.0,-10769.034429832782,22032.274372875894,34313.2416796075,-2.9727138389594487,-0.4225128773724667,-0.6580246084239194
2458369.5,25920.0,-13314.413980599702,21623.78906583625,33677.06368352162,-2.9174227258516843,-0.5227394179785528,-0.8141182097282668
2458369.5,26784.0,-15807.012819569516,21129.582663850422,32907.38298045537,-2.8505772948896513,-0.6208759475176863,-0.9669568128848227
2458369.5,27648.0,-18236.960872686886,20551.629131757294,32007.273837419707,-2.77244628315953,-0.7165346762048168,-1.1159364711143556
2458369.5,28512.0,-20594.63951287677,19892.233248076078,30980.325733186062,-2.6833428055508586,-0.8093378701476134,-1.2604688987554968
2458369.5,29376.0,-22870.71935671232,19154.02127849485,29830.62883311161,-2.5836230636311255,-0.8989193210173126,-1.399983760141087
2458369.5,30240.0,-25056.19687434968,18339.93040026041,28562.757518609,-2.473684890729788,-0.9849257669351514,-1.5339308824973281
2458369.5,31104.0,-27142.429673949573,17453.196921851544,27181.752040381452,-2.3539661396491156,-1.0670182594480604,-1.6617823848819842
2458369.5,31968.0,-29121.1703275691,16497.34334663858,25693.098371273372,-2.224942919919642,-1.1448734717200362,-1.7830347155714656
2458369.5,32832.0,-30984.598611687416,15476.164333329769,24102.706340968547,-2.0871276919831816,-1.218184943328984,-1.8972105907168304
2458369.5,33696.0,-32725.35204209629,14393.711609871238,22416.8861407889,-1.941067226116583,-1.2866642573313385,-2.00386082751315
2458369.5,34560.0,-34336.554589810476,13254.277901094314,20642.323292495996,-1.7873404343050987,-1.3500421455370955,-2.10256606556326
2458369.5,35424.0,-35811.84347190414,12062.379933786167,18786.0521802645,-1.626556083635988,-1.4080695182247291,-2.1929383705636614
2458369.5,36288.0,-37145.3939187287,10822.740585991523,16855.428249874654,-1.459350400111634,-1.4605184148177373,-2.2746227148954956
2458369.5,37152.0,-38331.941826786904,9540.270250230591,14858.098983651627,-1.2863845720777678,-1.5071828723411962,-2.347298330165528
2458369.5,38016.0,-39366.8042145996,8220.04748293774,12801.973763759626,-1.108342162727385,-1.5478797087768892,-2.4106799272095634
2458369.5,38880.0,-40245.89740717912,6867.299014784374,10695.192740131943,-0.9259264413755465,-1.5824492187384724,-2.4645187795424643
2458369.5,39744.0,-40965.752883190435,5487.379198645733,8546.09482258321,-0.7398576434054593,-1.6107557791931626,-2.508603666713979
2458369.5,40608.0,-41523.530727513855,4085.7489738031836,6363.18491950285,-0.5508701689629767,-1.6326883632630094,-2.5427616745070583
2458369.5,41472.0,-41917.03064069576,2667.954426540259,4155.100547968811,-0.3597097306258509,-1.6481609604465342,-2.566858849394578
2458369.5,42336.0,-42144.70046566444,1239.6050285909914,1930.5779421456973,-0.16713046039651808,-1.657112901910021,-2.5808007051508586
2458369.5,43200.0,-42205.64220107281,-193.64836406740687,-301.5822115589881,0.026108013536414676,-1.6595090898067923,-2.5845325799956758
2458369.5,44064.0,-42099.61547968698,-1626.1356688190253,-2532.549282913129,0.21924350975183826,-1.6553401298921921,-2.5780398431303047
2458369.5,44928.0,-41827.03849934719,-3052.189806653503,-4753.497319408396,0.41151424570288964,-1.644622367011585,-2.5613479500073
2458369.5,45792.0,-41388.98640316409,-4466.168921061262,-6955.639650134073,0.6021617883934605,-1.6273978233483783,-2.5345223461580315
2458369.5,46656.0,-40787.18711475797,-5862.47850162699,-9130.263341227677,0.7904339930444563,-1.6037340396288042,-2.4976682198843627
2458369.5,47520.0,-40024.014643479015,-7235.593328672572,-11268.76337262714,0.9755879191977346,-1.5737238197898546,-2.4509301046031524
2458369.5,48384.0,-39102.47988364295,-8580.079155871768,-13362.676406738692,1.1568927137583058,-1.5374848799263316,-2.3944913321143373
2458369.5,49248.0,-38026.21894085605,-9890.61404859771,-15403.714020941014,1.3336324505532038,-1.4951594026422588,-2.3285733385450826
2458369.5,50112.0,-36799.479027465,-11162.00929686989,-17383.795277567922,1.5051089160888027,-1.4469134982408354,-2.2534348252035863
2458369.5,50976.0,-35427.10197802778,-12389.229823139734,-19295.078507149454,1.6706443313179709,-1.3929365744954194,-2.169370777056302
2458369.5,51840.0,-33914.50544443938,-13567.414006792234,-21129.99218324268,1.8295839993850178,-1.3334406170514692,-2.076711342021159
2458369.5,52704.0,-32267.66183893589,-14691.892849144664,-22881.264770148286,1.981298869500743,-1.2686593828155734,-1.9758205747462183
2458369.5,53568.0,-30493.075101619124,-15758.208404890735,-24541.953428184326,2.1251880073129557,-1.1988475089921904,-1.8670950490174452
2458369.5,54432.0,-28597.75537736564,-16762.13140836813,-26105.47146497242,2.26068096238056,-1.1242795407309492,-1.7509623434099555
2458369.5,55296.0,-26589.191694982623,-17699.67802571672,-27565.614425380078,2.387240023632656,-1.0452488806466562,-1.6278794052632222
2458369.5,56160.0,-24475.322749222127,-18567.125666941323,-28916.584717351867,2.5043623539990993,-0.9620666637696922,-1.498330798521005
2458369.5,57024.0,-22264.505893736812,-19361.02779509269,-30153.014675845472,2.6115819957364317,-0.8750605617753859,-1.3628268414298177
2458369.5,57888.0,-19965.484460225634,-20078.22767322918,-31269.987972460007,2.708471738343988,-0.784573520626135,-1.2219016405338894
2458369.5,58752.0,-17587.353525848535,-20715.870993514076,-32263.059284094463,2.794644841369924,-0.6909624360383764,-1.0761110278380666
2458369.5,59616.0,-15139.524257454694,-21271.41733673282,-33128.272140093846,2.8697566048465415,-0.5945967714566905,-0.9260304084308667
2458369.5,60480.0,-12631.686967239679,-21742.650414673226,-33862.174873817494,2.933505780568946,-0.495857123477959,-0.772252526265832
2458369.5,61344.0,-10073.773020092063,-22127.687052191235,-34461.83461138456,2.9856358179409623,-0.39513373991809836,-0.6153851561880416
2458369.5,62208.0,-7475.915738079664,-22424.984870374257,-34924.84923749969,3.0259359386572506,-0.29282499595084815,-0.4560487306616979
2458369.5,63072.0,-4848.410452229357,-22633.348637002728,-35249.35728571919,3.0542420350703297,-0.1893358339707673,-0.29487391000148633
2458369.5,63936.0,-2201.6738559422806,-22751.935255484215,-35434.04570826459,3.0704373877050504,-0.08507617303921955,-0.1324991052322157
2458369.5,64800.0,453.7971819706572,-22780.257368579543,-35478.15548850315,3.074453198029973,0.019540706039044065,0.03043203700467384
2458369.5,65664.0,3107.46718357717,-22718.18555853989,-35381.48506746866,3.066268933273667,0.12409979379184972,0.19327317781556083
2458369.5,66528.0,5748.80384390933,-22565.949130710884,-35144.39156426327,3.0459124807824525,0.22818599694343109,0.35537784777765025
2458369.5,67392.0,8367.319863472994,-22324.13547321419,-34767.789778832,3.0134601101524234,0.3313857885767547,0.5161020169139481
2458369.5,68256.0,10952.614664607845,-21993.687990969047,-34253.148974403666,2.969036242130166,0.4332888570051764,0.6748066626581913
2458369.5,69120.0,13494.41582459325,-21575.902618042663,-33602.48744581079,2.91281302406055,0.533489746690996,0.8308603254336119
2458369.5,69984.0,15982.620058549346,-21072.42291809659,-32818.36488889939,2.84500971246302,0.6315894845032789,0.9836416413990234
2458369.5,70848.0,18407.333586037854,-20485.23378850022,-31903.872595279776,2.765891864136281,0.7271971845916124,1.1325418418912636
2458369.5,71712.0,20758.911716834165,-19816.653789487584,-30862.62150570918,2.6757703380211546,0.8199316251674957,1.2769672091164346
2458369.5,72576.0,23027.997493630304,-19069.326125511438,-29698.728164396434,2.575000110888356,0.9094227905319486,1.4163414777154064
2458369.5,73440.0,25205.55923244054,-18246.20831167221,-28416.7986254321,2.4639789107573558,0.9953133717675142,1.5501081719530017
2458369.5,74304.0,27282.926805218267,-17350.56056373967,-27021.910371332186,2.3431456727894635,1.07726021962579,1.6777328684562
2458369.5,75168.0,29251.826513649794,-16385.932955813354,-25519.59231229293,2.212978823227737,1.154935743288372,1.7987053746552562
2458369.5,76032.0,31104.414408259763,-15356.151395054332,-23915.802943143346,2.073994397772917,1.2280292488597837,1.9125418133630232
2458369.5,76896.0,32833.30791282882,-14265.30246813714,-22216.90674310586,1.926744001583068,1.2962482116654466,2.0187866042618157
2458369.5,77760.0,34431.61562067179,-13117.717219086564,-20429.648911287335,1.7718126188593915,1.3593194766756518,2.117014333453229
2458369.5,78624.0,35892.96513652804,-11917.95392295197,-18561.128538279445,1.6098162807264083,1.4169903816570781,2.2068315026633294
2458369.5,79488.0,37211.5288456497,-10670.779924303406,-16618.770321304928,1.4413996008259675,1.4690297979656963,2.2878781501819736
2458369.5,80352.0,38382.04750010516,-9381.152613782158,-14610.294936962808,1.2672331887160804,1.515229084237582,2.3598293361487466
2458369.5,81216.0,39399.85152130768,-8054.199619878533,-12543.688191761967,1.0880109517923071,1.5554029486056615,2.422396485376552
2458369.5,82080.0,40260.87992729242,-6695.198296716508,-10427.169076249847,0.9044472970265182,1.589390215468864,2.475328581524464
2458369.5,82944.0,40961.69680325373,-5309.5545918770895,-8269.156853608061,0.7172742443407978,1.6170544932633943,2.5184132070905916
2458369.5,83808.0,41499.505244270214,-3902.781381168512,-6078.237318066218,0.5272384638988687,1.6382847401315133,2.5514774243898013
2458369.5,84672.0,41872.15870993549,-2480.476359734226,-3863.1283623520985,0.33509824999998783,1.6529957248486544,2.5743884934060377
2458369.5,85536.0,42078.1697417229,-1048.2995809623153,-1632.644996624267,0.14162044459743314,1.6611283808521438,2.587054423160318
2458369.5,86400.0,42116.71600528485,388.04926368991346,604.3360360968618,-0.0524226762671795,1.6626500517111507,2.589424354008527
